"uniqueid","site.name","depth","age","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","TAXODIUM","CACTACEAE","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","pollensum","ambrosia.proportion","artemisia.proportion","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NA_L2KEY","NA_L1KEY","Shape_Leng","Shape_Area","category","MeanT","Mean.Diurnal.RangeT","Isothermality","TSeasonality","MaxTWarm","MinTCold","TAnnRange","MeanTWetQ","MeanTDryQ","MeanTWarmQ","MeanTColdQ","AnnP","PrecipWetMonth","PrecipDryMonth","PrecipSeasonality","PrecipWetQ","PrecipDryQ","PrecipWarmQ","PrecipColdQ","long.1","lat.1"
68,"Bitter Lake",NA,-35,1,45.28149,-97.30256,14235,0,0,97,0,38.5,15,5,0,69,1,32,0,0,0,1,0,0,0,0,0,0,34,27.5,0,0,66,0,0,16,0,0,1,1,0,0,3,2.5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,4,0,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.5,0.227432590855803,0.0902696365767878,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",59.413200378418,126.413200378418,26,11895.4091796875,289.471862792969,-181.586807250977,471.058685302734,180.471878051758,-103,204.471878051758,-103,534.525695800781,88.8580017089844,11,60.586799621582,243.031600952148,36.3545265197754,239.528121948242,36.3545265197754,-97.30256,45.28149
69,"Bear Butte Lake",NA,-35,1,44.45566,-103.444455,14248,0,0,24,0,20,14,1,0,77,12,14,0,0,0,0,0,0,0,0,0,0,63.5,80.5,0,0,66,0,0,11,0,0,2,3,1,1,2,9.5,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.5,0.0564042303172738,0.0470035252643948,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",82.8149795532227,141.066986083984,33,9677.57421875,305.476348876953,-116.255783081055,421.732147216797,130.409378051758,-40.2557830810547,209.476364135742,-40.2557830810547,489.043823242188,89.4646148681641,11.4646186828613,61.0707626342773,234.393859863281,42.4646186828613,185.326873779297,42.4646186828613,-103.444455,44.45566
70,"Twin Lake",NA,-35,1,47.964595,-99.09891,14381,0,0,23,0,52,6,1,0,59,2,74,0,2,0,0,0,0,0,0,0,2,72,47.5,0,0,38,0,0,55,0,0,1,10,0,0,1,5.5,3,4,0,2,0,2.5,0,1,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.5,0.0484720758693361,0.10958904109589,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",38.4476013183594,127.915451049805,26,12506.376953125,277.001922607422,-208.106719970703,485.108642578125,179.751373291016,-132.638870239258,190.447601318359,-132.638870239258,446.543518066406,84.3591995239258,11.4456758499146,61.0864753723145,207.272720336914,39.9980773925781,207.272720336914,39.9980773925781,-99.09891,47.964595
71,"Devils Lake, Mission Bay",NA,-35,1,48.01823,-98.886825,14398,0,0,9,0,31,6,5,1,240,2,23,0,0,0,0,0,0,0,0,0,1,39.5,54.5,0,0,16,0,0,38,0,0,3,4,1,0,6,3,2,3,0,3,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0.0178217821782178,0.0613861386138614,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",37,124.913589477539,25,12586.5947265625,275.91357421875,-208.913589477539,484.827178955078,190.108383178711,-135,190.108383178711,-135,441.556396484375,84,11,63,207.556396484375,38.0864143371582,207.556396484375,38.0864143371582,-98.886825,48.01823
72,"Byer Pond",NA,-59,1,39.373185,-96.11764,14420,0,0,115,0,1,17,1,6,24,2,23,0,0,0,49,0,0,0,0,0,0,14,25,0,1,183,0,0,43,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,7,0,11,0,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0.20985401459854,0.00182481751824818,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",120.585693359375,127.011100769043,30,9939.466796875,322.614105224609,-90.4081039428711,413.022186279297,221.61408996582,-14.4254026412964,244.205993652344,-14.4254026412964,891.024780273438,139,21,50.0284004211426,355.017303466797,71.988899230957,334.442718505859,71.988899230957,-96.11764,39.373185
73,"Moon Lake",NA,-35,1,46.85592,-98.15984,14439,0,0,68,0,49,2,5,0,90,5,22,0,4,0,0,0,0,0,0,0,0,85,35,0,0,94,0,0,20,0,0,2,11,0,0,1,2,4,9,0,0,0,1,0,1,0,0,0,1,0,0,0,5,0,5,0,0,1,0,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0.127340823970037,0.0917602996254682,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",42.4300003051758,132.570007324219,27,12223.9736328125,280,-205.098266601562,485.098266601562,191.429992675781,-125.098266601562,191.429992675781,-125.098266601562,494.316925048828,88.9017333984375,11,60,222.545867919922,38,222.545867919922,38,-98.15984,46.85592
75,"Jones Lake",NA,-60,1,44.468855,-98.94849,19971,0,0,79,0,19,12,1,0,48,0,1,0,0,1,0,0,4,0,0,0,0,159,18.5,41,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,399.5,0.197747183979975,0.0475594493116396,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",70.6112518310547,137.056457519531,29,11607.9677734375,307.126800537109,-163.070343017578,470.197143554688,189.611251831055,-85,215.611251831055,-85,475.160491943359,78,9,58.9435501098633,213.357650756836,32.3887481689453,194.873199462891,32.3887481689453,-98.94849,44.468855
76,"St. Jacob's Tank",NA,-62,1,37.241381,-99.980865,26327,0,0,24,0,6,7,0,1,9,14,8,0,0,0,1,1,0,0,0,0,0,28,11,4,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0.177777777777778,0.0444444444444444,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",133.024795532227,158.024795532227,37,9424.076171875,345.496643066406,-80.4594345092773,425.9560546875,228.496627807617,10.0314311981201,253.496627807617,10.0314311981201,559.089599609375,85.5281677246094,12,54.5281677246094,244.038162231445,46,227.50422668457,46,-99.980865,37.241381
77,"Martin Lake",NA,-62,1,41.816475,-102.524895,26343,0,0,21,0,24,7,2,0,87,13,52,0,0,0,7,0,0,0,0,0,0,155,86,6,0,3,0,0,8,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0.0424242424242424,0.0484848484848485,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",81.5139999389648,160,36,9546.599609375,306,-128.935256958008,434.935272216797,179.924392700195,-40.4860000610352,206,-40.4860000610352,424.449249267578,80.9632568359375,8,70,219.038864135742,26,181.075607299805,26,-102.524895,41.816475
78,"Half Boiled Pond",NA,-62,1,35.6218,-99.838425,26375,0,0,23,0,4,20,0,3,15,26,2,0,0,0,8,23,0,0,0,0,0,73,10,4,0,1,0,0,45,0,0,2,38,0,0,0,1,2,8,0,0,0,0,0,11,0,0,1,0,1,0,0,5,2,7,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0.0674486803519062,0.0117302052785924,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",147.029083251953,147.029083251953,36.5145416259766,8759.806640625,344.543640136719,-54,398.543640136719,194.470947265625,31.5145435333252,258.005615234375,31.5145435333252,599.797302246094,102.023460388184,12.0436000823975,53.5145416259766,243.06706237793,52.5290565490723,200.014511108398,52.5290565490723,-99.838425,35.6218
79,"Site 49 (Swain unpublished)",0,NA,NA,45.57,-92,119,0,0,20,0,1,1,26,0,2,2,3,0,7,0,0,1,0,0,0,0,4,5,210,0,1,4,0,0,34,0,0,0,4,1,5,0,0,0,1,1,0,6,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0.0583090379008746,0.00291545189504373,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",56.4391937255859,124,26,11579.5693359375,278.439178466797,-183.881988525391,462.321197509766,196.118011474609,-103.560806274414,196.118011474609,-103.560806274414,818.970397949219,113,21.8523998260498,47.1475982666016,325.413208007812,80.7048034667969,325.413208007812,80.7048034667969,-92,45.57
80,"Site 73 (Delcourt  et al. 1983)",0,NA,NA,29.78,-90.52,652,0,0,22,0,0,15,0,1,26,153,24,0,27,10,3,0,0,7,2,0,0,14,13,0,0,123,0,2,36,1,0,29,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0.0425531914893617,1e-05,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",19565463.088,313800677998,"NoArtemisia",202,110.844398498535,41,5757.22021484375,327,58.1556015014648,268.844390869141,268,165.760528564453,271.239471435547,124.155601501465,1623.3427734375,187.878402709961,88.9558715820312,18.3950710296631,508.740264892578,330.756134033203,494.912414550781,404.489074707031,-90.52,29.78
82,"JHMN21 (McAndrews and Wright 1969)",0,NA,NA,48.883333,-110.883333,1304,0,0,0,0,27,1,1,0,60,0,18,0,0,0,0,0,0,0,0,0,0,15,105,0,0,83,0,0,0,0,0,0,0,2,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,1e-05,0.0828220858895705,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"NoAmbrosia",50.4680786132812,144.857925415039,33,9810.5947265625,274.394714355469,-155.32600402832,429.720733642578,150.536804199219,-78.3259963989258,174.536804199219,-78.3259963989258,298.391998291016,59.5319213867188,8.14207935333252,63.0418434143066,143.669128417969,31.5587997436523,129.879913330078,31.5587997436523,-110.883333,48.883333
83,"JHMN25 (McAndrews and Wright 1969)",0,NA,NA,48.75,-109.616667,1308,0,0,0,0,61,2,2,0,56,1,7,0,0,0,0,0,0,0,0,0,0,15,103,0,0,83,0,0,0,0,0,2,0,1,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,1e-05,0.178885630498534,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"NoAmbrosia",52.2332000732422,150.072937011719,32,10701.5302734375,288.233184814453,-176.18359375,464.416809082031,161.718658447266,-67.6251983642578,186.233200073242,-90.9022598266602,295.360412597656,53,10,55.8645401000977,134.937484741211,37.072940826416,123.072937011719,37.072940826416,-109.616667,48.75
86,"Midnight Lake Area (2)",0,NA,NA,53.6,-108.366667,2075,0,0,0,0,3,0,6,0,1,0,19,0,0,0,0,0,0,0,0,0,0,3,200,0,0,2,0,0,0,0,0,1,0,0,5,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1e-05,0.0114068441064639,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"NoAmbrosia",-2.30200004577637,123,25,12333.9677734375,224.697998046875,-253.373992919922,478.071990966797,143.697998046875,-67.5630493164062,143.697998046875,-170.563049316406,449.307800292969,82.302001953125,16,58.9280014038086,219.34294128418,61.1129493713379,219.34294128418,63.8109474182129,-108.366667,53.6
87,"Mile 19 Lac la Ronge Highway",0,NA,NA,54.066667,-105.7,2087,0,0,2,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,126,0,0,2,0,0,0,0,0,4,0,2,2,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0.0087719298245614,0.0131578947368421,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"BothPresent",-2.42519998550415,122.574798583984,24,13082.2626953125,233.442642211914,-264.132141113281,497.574798583984,153.574798583984,-157.13215637207,153.574798583984,-180.13215637207,464.501037597656,77.6038513183594,16,52.339542388916,211.029052734375,59.132152557373,211.029052734375,60.7360000610352,-105.7,54.066667
88,"Bower Lake",0,NA,NA,49.05525,-100.07285,2542,0,0,0,0,150,50,227,0,35,0,49,0,20,0,0,3,0,0,0,0,0,37,85,0,0,115,0,0,128,0,0,32,20,0,28,0,17,0,16,0,2,10,37,5,2,8,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,1e-05,0.138504155124654,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"NoAmbrosia",19.4295997619629,124.329330444336,25,12442.1083984375,252.973724365234,-229,481.973724365234,170.544128417969,-122.20386505127,170.544128417969,-150.670669555664,454.659729003906,77.8854675292969,13,63.4668006896973,220.089340209961,41,220.089340209961,41,-100.07285,49.05525
89,"Fork Reservoir",8,-47,1,47.444725,-106.412405,14141,0,0,4,0,114.5,15,2,0,57,18,22,0,0,0,0,0,0,0,0,0,0,62,69.5,0,0,58,1,0,4,0,0,0,0,1,2,2,1,0,2,0,0,0,0,10,1,0,0,1,0,1,0,0,0,0,5,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0.00862068965517241,0.24676724137931,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",66.5196304321289,153.924423217773,32,10684.3935546875,308.519622802734,-160.480377197266,469,175.519622802734,-76,201.963684082031,-76,310.180633544922,60.8919715881348,6,68.1148300170898,156.555938720703,24.4803695678711,134.219909667969,24.4803695678711,-106.412405,47.444725
90,"East Stump Lake",NA,-35,1,47.881285,-98.357165,14437,0,1,49,0,47,4,8,0,66,3,16,0,2,0,0,0,0,0,0,0,0,34,37,3,0,53,0,0,57,1,0,6,22,0,1,20,9.5,3,12,0,1,0,1,1,2,0,0,1,6,0,0,0,1,0,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.5,0.102833158447009,0.0986358866736621,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",37.4575538635254,129,26,12660.3486328125,279.457550048828,-213.542449951172,493,191.457550048828,-135.542449951172,191.457550048828,-135.542449951172,463.558929443359,84,10,62,217.833694458008,37,217.833694458008,37,-98.357165,47.881285
92,"Boot",NA,-60,1,43.683995,-95.082745,19919,0,0,56,0,4,0,2,0,16,0,8,0,0,1,0,0,0,0,0,0,0,197,8.5,1,0,26,0,0,18,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.5,0.160228898426323,0.011444921316166,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",67.6705780029297,119.070220947266,26,11602.328125,287.782196044922,-165.370803833008,453.152984619141,209.67057800293,-91.3707962036133,209.67057800293,-91.3707962036133,715.182800292969,103.958618164062,15,52,291.805633544922,54,291.805633544922,54,-95.082745,43.683995
93,"Carthage",NA,-60,1,44.181435,-97.702015,19922,0,0,68,0,14,6,0,0,61,0,0,0,0,0,0,0,0,0,0,0,1,193,3.5,0,0,45,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.5,0.169787765293383,0.034956304619226,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",72.8787994384766,128.421203613281,27,11635.43359375,302,-163,465,192.370147705078,-84.1212005615234,216.878799438477,-84.1212005615234,561.772827148438,92.5787963867188,12,54.4913520812988,245.087448120117,41.578800201416,229.157592773438,41.578800201416,-97.702015,44.181435
94,"Island Lake",NA,-62,1,41.73992,-102.394335,26339,0,0,50,0,23,12,2,0,48,18,53,0,0,0,6,0,0,0,0,0,0,128,54,2,0,1,0,5,8,0,0,2,3,1,0,1,3,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,3,0,2,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,2,5,0,0,0,0,0,0,0,0,0,457,0.109409190371991,0.050328227571116,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",80.9260025024414,159.963806152344,36,9623.76171875,303.925994873047,-132.037796020508,435.963806152344,179.962203979492,-43.0740013122559,205.925994873047,-43.0740013122559,423.398986816406,80.5108032226562,8,68.5108032226562,217.021606445312,26.4529991149902,178.546997070312,26.4529991149902,-102.394335,41.73992
95,"Woodbn24",0,NA,NA,42.32,-90.1,42,0,0,44,0,2,1,6,8,5,0,0,0,0,0,0,6,0,0,0,0,1,1,15,0,0,60,0,0,94,0,0,2,9,0,1,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0.164179104477612,0.00746268656716418,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",81.9382781982422,115.91480255127,27,10499.021484375,284.876556396484,-132.061721801758,416.938293457031,210.876556396484,-62.1234359741211,210.876556396484,-62.1234359741211,888.099975585938,108,30,36.0852012634277,312.061706542969,106.891319274902,312.061706542969,106.891319274902,-90.1,42.32
96,"Coon",0,NA,NA,43.65,-90.92,46,0,0,117,0,0,6,0,12,6,0,0,0,2,0,0,4,0,0,0,0,0,10,8,3,0,77,0,0,49,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0.367924528301887,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",66.9536437988281,115.662841796875,26.6306209564209,10829.5205078125,275.773651123047,-152.110794067383,427.884429931641,187.0322265625,-82.0785827636719,199.0322265625,-82.0785827636719,823.732727050781,107.709197998047,22,46.8891983032227,317.607788085938,76.7414169311523,314.787780761719,76.7414169311523,-90.92,43.65
97,"Site 62 (Delcourt  et al. 1983)",0,NA,NA,31.51,-93.57,641,0,0,7,0,0,1,0,8,0,1,1,1,9,2,3,0,0,6,0,1,12,1,243,0,0,24,0,0,35,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0.018970189701897,1e-05,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",4242403.84977,207662918184,"NoArtemisia",180.080276489258,138,41,7032.0234375,339,7.08027601242065,331.919738769531,85.0802764892578,231.422271728516,266.380554199219,85.0802764892578,1334.49658203125,143.479721069336,84.3994445800781,15,373.879180908203,278.399444580078,299.301452636719,373.879180908203,-93.57,31.51
98,"Site 72 (Delcourt  et al. 1983)",0,NA,NA,29.67,-91.03,651,3,2,4,0,0,29,0,4,2,230,10,0,18,6,2,0,0,2,0,0,0,34,6,0,0,19,0,0,24,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0.00966183574879227,1e-05,"8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8","EASTERN TEMPERATE FORESTS","8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","8  EASTERN TEMPERATE FORESTS",19565463.088,313800677998,"NoArtemisia",201.404312133789,108.595687866211,40,5836.64794921875,325.842803955078,58.1571998596191,267.685607910156,268.404296875,165.450393676758,271.404296875,122.515419006348,1630.93127441406,204.268310546875,91.0460891723633,23.0460910797119,542.933898925781,326.888885498047,536.730590820312,384.988098144531,-91.03,29.67
99,"GMM084",0,NA,NA,51.8,-114.833333,904,0,0,20,0,0,0,32,0,0,0,15,0,0,0,0,0,0,0,0,0,0,18,360,0,0,10,0,0,0,0,0,9,0,0,8,0,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0.0330578512396694,1e-05,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"NoArtemisia",15.3166999816895,135.266799926758,33,9265.4052734375,213.566696166992,-191.5,405.066711425781,109.566703796387,-39.2000999450684,129.566696166992,-108.566703796387,519.783081054688,90.9332962036133,20,54.1333999633789,232.200103759766,69.6832962036133,227.650207519531,74.3498001098633,-114.833333,51.8
100,"JHMN04 (McAndrews and Wright 1969)",0,NA,NA,48.833333,-113.366667,1287,0,0,0,0,7,2,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,15,224,0,0,53,0,0,0,0,0,0,0,9,4,0,17,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,1e-05,0.0202898550724638,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"NoAmbrosia",33.6430397033691,133.214767456055,35.7803802490234,7876.4404296875,232.203796386719,-137.361724853516,369.565521240234,103.199378967285,-12.8009595870972,135.423416137695,-66.5813369750977,536.429931640625,81.2196197509766,30.355619430542,33.5559005737305,192.317718505859,99.7558212280273,172.878479003906,104.702301025391,-113.366667,48.833333
